player_id,draw,court,serve_period,x,y,ev
1,44,Ad,2,5.2,-2.5,-0.228148727056254
1,45,Deuce,1,5,3.4000000000000004,0.22807324177979366
1,45,Deuce,2,5,3.1000000000000005,-0.1168903606742211
1,45,Ad,1,4.7,-3.4,0.17596326947536728
1,45,Ad,1,5,-0.7999999999999998,0.12479246234969715
1,45,Ad,2,4.9,-2.9,-0.08651014625304765
1,46,Deuce,1,5.1,3.5,0.268987050001186
1,46,Deuce,2,4.9,2.9000000000000004,-0.02038071876558234
1,46,Ad,1,4.800000000000001,-3.5,0.19675642098035298
1,46,Ad,1,5.1,-0.8999999999999995,0.13963578772630447
1,46,Ad,2,4.9,-2.1,-0.0355199225658378
1,47,Deuce,1,5.2,3.5,0.21296723100026044
1,47,Deuce,2,5.1,2.9000000000000004,-0.12197684040637546
1,47,Ad,1,4.800000000000001,-3.5,0.17812557032970616
1,47,Ad,1,5.1,-0.7999999999999998,0.12526630717335369
1,47,Ad,2,5.1,-3.2,-0.11038407169190045
1,48,Deuce,1,5.2,3.6000000000000005,0.26500563518384446
1,48,Deuce,2,4.9,3.1000000000000005,0.0014264628121258838
1,48,Ad,1,4.800000000000001,-3.4,0.1543870923991048
1,48,Ad,1,5.1,-0.8999999999999995,0.09827250011795957
1,48,Ad,2,5,-1.2000000000000002,-0.1403608756902226
1,49,Deuce,1,5.1,3.5,0.17256886524027426
1,49,Deuce,2,5.2,3,-0.19114647624284342
1,49,Deuce,2,5.1,1.5000000000000002,-0.20287334744658803
1,49,Ad,1,4.800000000000001,-3.4,0.16029803361723177
1,49,Ad,1,5.1,-1.2000000000000002,0.09349697705073684
1,49,Ad,2,4.800000000000001,-1.2000000000000002,-0.15390432624665573
1,50,Deuce,1,5.2,3.5,0.16463730923181563
1,50,Deuce,1,5.2,1.3,0.04137719545780172
1,50,Deuce,2,5.2,3.2,-0.20966787582107005
1,50,Ad,1,4.9,-3.5,0.1490446668072486
1,50,Ad,1,5,-0.7000000000000002,0.10271020289466837
1,50,Ad,2,5,-3.3,-0.15424996303630134
1,51,Deuce,1,5.1,3.4000000000000004,0.1418905651961841
1,51,Deuce,2,4.9,2.9000000000000004,-0.17109365913785668
1,51,Ad,1,4.800000000000001,-3.4,0.10829241622240054
1,51,Ad,1,5.1,-1.0999999999999996,0.04122739569288894
1,51,Ad,2,4.6,-3,-0.17452397729425684
1,52,Deuce,1,5.1,3.2,0.14727368745948405
1,52,Deuce,2,5.2,2.5999999999999996,-0.20621127822627916
1,52,Ad,1,4.800000000000001,-3.5,0.18050585275422032
1,52,Ad,1,5.1,-1,0.11831711251806537
1,52,Ad,2,4.800000000000001,-1.2000000000000002,-0.08724503647201698
1,53,Deuce,1,5.2,3.2,0.04217620537353395
1,53,Deuce,2,5.300000000000001,2.7,-0.321250652371025
1,53,Deuce,2,5.300000000000001,1.6000000000000003,-0.32491929255378127
1,53,Ad,1,4.800000000000001,-3.4,0.09045672612008865
1,53,Ad,1,5,-1,0.052951802088957056
1,53,Ad,2,5.2,-1.5,-0.24070050139045818
1,53,Ad,2,5.2,-3,-0.25621144623188197
1,54,Deuce,1,5,3.3,0.11735457389299403
1,54,Deuce,2,4.9,2.8,-0.20829789907191898
1,54,Ad,1,4.9,-3.2,0.036242224557896774
1,54,Ad,1,5.1,-1.2000000000000002,6.621180192620812e-4
1,54,Ad,2,5,-1.5,-0.27370348446465653
1,55,Deuce,1,5.2,3.4000000000000004,0.17334304707343084
1,55,Deuce,2,4.9,3.2,-0.13808433367226836
1,55,Ad,1,4.9,-3.2,0.09664171169828534
1,55,Ad,2,5.2,-1.9,-0.22902372211762567
1,56,Deuce,1,5.2,3.5,0.19055134618736513
1,56,Deuce,2,4.800000000000001,1.0000000000000002,-0.10283983346380465
1,56,Deuce,2,4.800000000000001,2.7,-0.12439484714426907
1,56,Ad,1,4.800000000000001,-3.4,0.13381029637755804
1,56,Ad,1,5,-1.0999999999999996,0.08611320690586843
1,56,Ad,2,5,-2.9,-0.19010227900717236
1,57,Deuce,1,5.2,3.5,0.19616289007546794
1,57,Deuce,2,4.9,3,-0.08256511725136073
1,57,Ad,1,4.5,-3.5,0.22120753402476398
1,57,Ad,1,5.1,-0.7000000000000002,0.13945374557412035
1,57,Ad,2,4.7,-3,-0.021336794091874167
1,57,Ad,2,4.7,-1.4000000000000004,-0.0357705861276828
1,58,Deuce,1,5.1,3.5,0.25348163346909797
1,58,Deuce,2,5,3,-0.13098488095882854
1,58,Ad,1,4.6,-3.5,0.1565643644800384
1,58,Ad,1,5.1,-1.2999999999999998,0.06401988738236544
1,58,Ad,2,4.9,-1.2000000000000002,-0.15030082994638172
1,59,Deuce,1,5.2,3.4000000000000004,0.18763129653211663
1,59,Deuce,2,5.1,3,-0.1479840763998923
1,59,Ad,1,4.800000000000001,-3.5,0.16322730916742983
1,59,Ad,1,5.1,-0.7999999999999998,0.11083160568360825
1,59,Ad,2,5.1,-2.9,-0.12911668220594918
1,60,Deuce,1,5,3.4000000000000004,0.23323198302454667
1,60,Deuce,2,5,3,-0.07295718197896106
1,60,Ad,1,4.800000000000001,-3.5,0.19469790635857348
1,60,Ad,1,5.2,-0.5999999999999996,0.15666093370111384
1,60,Ad,2,4.800000000000001,-3,-0.005170073236652084
1,61,Deuce,1,5.2,3.5,0.1687623779652414
1,61,Deuce,2,5.1,3.1000000000000005,-0.18064444182133588
1,61,Ad,1,4.9,-3.4,0.14170008011345792
1,61,Ad,1,5.1,-0.8999999999999995,0.08456243505292613
1,61,Ad,2,5,-1.4000000000000004,-0.1643977162886463
1,61,Ad,2,5.1,-3.1,-0.16577628894437313
1,62,Deuce,1,5.2,3.3,0.0910546948729351
1,62,Deuce,2,5,2.8,-0.20761120802724287
1,62,Ad,1,4.9,-3.3,0.03312558787180053
1,62,Ad,1,5.1,-1.2999999999999998,-0.007651982120680745
1,62,Ad,2,5,-1.2999999999999998,-0.27665963069357136
1,63,Deuce,1,5.2,3.5,0.11281948667012087
1,63,Deuce,2,5.2,1.3,-0.27081616682868104
1,63,Ad,1,4.800000000000001,-3.4,0.12002544850915559
1,63,Ad,1,5.1,-1.0999999999999996,0.055271766368747255
1,63,Ad,2,5.1,-1.0999999999999996,-0.2396044455855424
1,63,Ad,2,5.300000000000001,-2.9,-0.3426537094729064
1,64,Deuce,1,5.2,3.4000000000000004,0.09970885036007293
1,64,Deuce,2,5.1,2.9000000000000004,-0.21002146866754423
1,64,Ad,1,4.800000000000001,-3.5,0.1060658805683849
1,64,Ad,1,5.1,-1.0999999999999996,0.027907211578398067
1,64,Ad,2,5,-2.7,-0.19051537178697175
1,65,Deuce,1,5.2,3.4000000000000004,0.1722513935861381
1,65,Deuce,2,5.1,3,-0.18402558730051266
1,65,Ad,1,4.7,-3.4,0.18234126355053276
1,65,Ad,1,5,-0.7000000000000002,0.13661260985150545
1,65,Ad,2,4.9,-2.9,-0.09895766918825921
1,66,Deuce,1,5.1,3.5,0.19462708899432124
1,66,Deuce,2,5,1.5000000000000002,-0.14364197640012633
1,66,Ad,1,4.800000000000001,-3.3,0.14103562054435337
1,66,Ad,1,4.800000000000001,-0.7999999999999998,0.12998553123165651
1,66,Ad,2,4.800000000000001,-1,-0.13043298756672372
1,67,Deuce,1,5.2,3.3,0.15294637922159082
1,67,Deuce,2,5.1,3,-0.1866509228269505
1,67,Ad,1,4.800000000000001,-3.5,0.14785137590357772
1,67,Ad,1,5.1,-0.8999999999999995,0.09089514391897346
1,67,Ad,2,5.1,-2.6,-0.1626829700082525
1,68,Deuce,1,5.2,3.5,0.20403123315401983
1,68,Deuce,2,5.1,2.9000000000000004,-0.1156548964622911
1,68,Ad,1,4.800000000000001,-3.4,0.16188245618444017
1,68,Ad,1,5.1,-0.8999999999999995,0.117970007911021
1,68,Ad,2,4.9,-1.5999999999999996,-0.08058854386757941
1,69,Deuce,1,5.2,3.4000000000000004,0.16727518196159308
1,69,Deuce,2,5,3.1000000000000005,-0.14922288915865833
1,69,Ad,1,4.9,-3.4,0.11288337729783993
1,69,Ad,1,5.1,-1.2000000000000002,0.0420093775738114
